Date,Time,Hour,Year,Month,Day,DayOfWeek,Crash Latitude,Crash Longitude,KABCO Severity,# of Fatalities per Crash,# Serious Injuries,# Visible Injuries,Geolocated City,Geolocated County,Roadway (From Crash Report),Intersection Name (from Crash Report),Manner of Collision (Crash Level),Location at Impact (Crash Level),Light Conditions (Crash Level),Weather Conditions (Crash Level),Surface Condition (Crash Level),Agency Name (Crash Level),Safety Equipment (Crash Level),First Harmful Event (Unit Order),Most Harmful Event (Crash Level),"Operator/Pedestrian Contrib Factor (excl None, Other, No Contrib Factors)",join_id,Crash_to_TMAS_m
2022-08-11,10:40:00,10,2022,8,11,Thursday,33.757269,-84.379417,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Bell St Ne,Bell St Ne and John Wesley Dobbs Ave Ne,Rear End,On Roadway - Roadway Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,9,186.1310781493685
2022-08-11,15:35:00,15,2022,8,11,Thursday,33.760609,-84.377267,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Andrew Young International Blvd Ne,John Lewis Freedom Pkwy Ne and Andrew Young International Blvd Ne,Sideswipe-Opposite Direction,Entrance/Exit Ramp,Daylight,Cloudy,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,9,234.69525671896903
2022-08-11,10:40:00,10,2022,8,11,Thursday,33.807633,-84.377556,(B) Suspected Minor/Visible Injury,0.0,0.0,2.0,Atlanta,FULTON,Sr-13S,Sr-13S and Armour Dr,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Following Too Close"",""Too Fast for Conditions""]",322,211.07006714915352
2022-08-12,17:21:00,17,2022,8,12,Friday,33.79881,-84.396344,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75 S,I-75 S and Northside Drive,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,R365,247.4521638463208
2022-08-12,07:10:00,7,2022,8,12,Friday,33.763927,-84.493703,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-285 Sb,I-20 and I-285 Sb,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Cloudy,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,R376,198.6394730253864
2022-08-12,10:52:00,10,2022,8,12,Friday,33.764504,-84.492749,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75 Southbound,I-20 and I-75 Southbound,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Cloudy,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,R376,147.80220505143927
2022-08-12,06:34:00,6,2022,8,12,Friday,33.743307,-84.378989,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20 Eb,I-20 Eb and Hill St Overpass,Sideswipe-Same Direction,On Roadway - Non-Intersection,Dawn,Cloudy,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,77,33.338476235902206
2022-08-12,06:10:00,6,2022,8,12,Friday,33.792887,-84.391743,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-85N,I-85N and 17Th St,Sideswipe-Same Direction,On Roadway - Non-Intersection,Dawn,Cloudy,Wet,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Median Barrier"",""Motor Vehicle in Motion"",""Median Barrier""]",,R378,240.06746751850068
2022-08-12,15:55:00,15,2022,8,12,Friday,33.806741,-84.380472,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-85 Nb,Ga-13 and I-85 Nb,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,322,78.07929720899789
2022-08-13,14:03:00,14,2022,8,13,Saturday,33.743569,-84.403996,(B) Suspected Minor/Visible Injury,0.0,0.0,2.0,Atlanta,FULTON,Whitehall St Sw,Mcdaniel St Sw and Whitehall St Sw,Angle Crash,On Roadway - Roadway Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Improper Turn,315,151.8647255884071
2022-08-13,04:02:00,4,2022,8,13,Saturday,33.760787,-84.378141,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,Andrew Young International Blvd Ne Rp,None and Andrew Young International Blvd Ne Rp,Not a Collision with Motor Vehicle,Entrance/Exit Ramp,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]",Guard Rail Face,Guard Rail Fence,,9,229.799130105376
2022-08-13,05:00:00,5,2022,8,13,Saturday,33.68621,-84.401239,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Not a Collision with Motor Vehicle,Median,Dark-Lighted,Clear,Dry,Atlanta Police Department,Lap and Shoulder Belt Used,Other Non-Collision,Median Barrier,,R357,30.59104852261429
2022-08-14,13:36:00,13,2022,8,14,Sunday,33.743499,-84.378789,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20 Exit 58A Rp,None and I-20 Exit 58A Rp,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown"",""Unknown""]","[""Parked Motor Vehicle"",""Motor Vehicle in Motion""]","[""Parked Motor Vehicle"",""Motor Vehicle in Motion""]",Following Too Close,77,40.875861174033496
2022-08-15,18:50:00,18,2022,8,15,Monday,33.797629,-84.395679,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75S,I-75S and Northside Dr,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,R365,146.30237810503357
2022-08-15,15:15:00,15,2022,8,15,Monday,33.786169,-84.402813,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,Center St Nw,14Th St Nw and Center St Nw,Rear End,On Roadway - Roadway Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Shoulder Belt Only Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,86,149.84572865289556
2022-08-16,15:20:00,15,2022,8,16,Tuesday,33.793975,-84.392611,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75S,I-85N and I-75S,Sideswipe-Same Direction,Entrance/Exit Ramp,Daylight,Cloudy,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,R378,131.02232217422485
2022-08-16,10:09:00,10,2022,8,16,Tuesday,33.741578,-84.402944,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Fulton St Sw,Fulton St Sw and Mcdaniel St Sw,Rear End,On Roadway - Driveway Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""None Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,315,152.01459041263482
2022-08-16,11:40:00,11,2022,8,16,Tuesday,33.807135,-84.379969,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85 N,I-85 N and Peachtree St,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,322,21.790458326575
2022-08-16,08:40:00,8,2022,8,16,Tuesday,33.794885,-84.393124,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-85 N,I-75 S and I-85 N,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R378,105.53319966565628
2022-08-17,17:00:00,17,2022,8,17,Wednesday,33.743501,-84.379531,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20,None and I-20,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Cloudy,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Misjudged Clearance,77,87.64232813559363
2022-08-17,09:30:00,9,2022,8,17,Wednesday,33.798361,-84.396089,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,None and I-75,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R365,202.67180019023263
2022-08-17,03:20:00,3,2022,8,17,Wednesday,33.806542,-84.38118,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Rear End,"On Roadway - Managed Lane (HOV, HOT, Reversible)",Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Changed Lanes Improperly"",""Following Too Close""]",322,146.58336907606434
2022-08-17,22:15:00,22,2022,8,17,Wednesday,33.686938,-84.399444,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,None and I-75,Not a Collision with Motor Vehicle,On Roadway - Non-Intersection,Dark-Lighted,Rain,Wet,Atlanta Police Department,Lap and Shoulder Belt Used,Motor Vehicle in Motion,Motor Vehicle in Motion,Too Fast for Conditions,R357,156.17930231746678
2022-08-17,16:30:00,16,2022,8,17,Wednesday,33.743569,-84.403996,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Mcdaniel St Sw,Mcdaniel St Sw and Whitehall St Sw,Sideswipe-Same Direction,On Roadway - Roadway Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,315,151.8647255884071
2022-08-18,10:40:00,10,2022,8,18,Thursday,33.797085,-84.395352,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75 South,I-75 South and Northside Dr,Rear End,On Roadway - Non-Intersection,Daylight,Cloudy,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,R356,115.9499855442249
2022-08-18,12:30:00,12,2022,8,18,Thursday,33.742834,-84.403587,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20 Eb,I-20 Eb and Mcdaniel St,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Impact Attenuate"",""Motor Vehicle in Motion""]",Following Too Close,315,95.5666774315422
2022-08-19,19:05:00,19,2022,8,19,Friday,33.743443,-84.381064,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-20 Wb,I-20 Wb and Hill Street,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,77,222.60413502503465
2022-08-19,18:00:00,18,2022,8,19,Friday,33.806626,-84.381073,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-85 S,I-85 S and Armour Dr,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Child Restraint System (Properly Used)"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Inattentive or Other Distraction (Distracted),322,133.7707764374034
2022-08-20,20:30:00,20,2022,8,20,Saturday,33.763017,-84.493065,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Exit 10A Rp,None and Exit 10A Rp,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,R376,149.43496746121522
2022-08-20,12:15:00,12,2022,8,20,Saturday,33.792937,-84.392474,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-85,None and I-85,Rear End,"On Roadway - Managed Lane (HOV, HOT, Reversible)",Daylight,Cloudy,Dry,Atlanta Police Department,"[""Unknown"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R378,237.4318774020378
2022-08-20,05:45:00,5,2022,8,20,Saturday,33.795913,-84.394538,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,None and I-75,Sideswipe-Same Direction,On Roadway - Non-Intersection,Dark-Lighted,Cloudy,Dry,Atlanta Police Department,"[""Unknown"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,R356,64.46563407823577
2022-08-20,20:55:00,20,2022,8,20,Saturday,33.798106,-84.393177,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Interstate 85 S,Mile Marker 85 and Interstate 85 S,Rear End,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R365,102.28497971288373
2022-08-21,14:53:00,14,2022,8,21,Sunday,33.743486,-84.378069,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20,None and I-20,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Following Too Close"",""Following Too Close""]",77,69.1892825395091
2022-08-21,12:08:00,12,2022,8,21,Sunday,33.759207,-84.378265,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,Ellis St Ne,Ellis St Ne and John Lewis Freedom Pkwy Ne,Rear End,On Roadway - Roadway Intersection,Daylight,Cloudy,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,9,55.08996376499295
2022-08-21,14:02:00,14,2022,8,21,Sunday,33.743474,-84.377423,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-20,None and I-20,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Child Restraint System (Properly Used)""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,77,123.1490998400958
2022-08-22,12:00:00,12,2022,8,22,Monday,33.793827,-84.393626,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,17Th St Nw Exit 250 Rp,None and 17Th St Nw Exit 250 Rp,Rear End,Entrance/Exit Ramp,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R378,201.9951641543296
2022-08-22,09:00:00,9,2022,8,22,Monday,33.805912,-84.381492,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85 Nb,I-85 Nb and Peachtree Street,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Cloudy,Dry,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""None Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,322,208.3688375331008
2022-08-22,16:10:00,16,2022,8,22,Monday,33.798464,-84.392929,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-85 South,Ga 13 and I-85 South,Rear End,On Roadway - Non-Intersection,Daylight,Cloudy,Wet,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R365,144.76263534825958
2022-08-22,16:00:00,16,2022,8,22,Monday,33.688119,-84.399463,(B) Suspected Minor/Visible Injury,0.0,0.0,1.0,Atlanta,FULTON,I-75 Northbound,I-75 Northbound and I-85 Northbound Overpass,Not a Collision with Motor Vehicle,Off Roadway,Daylight,Rain,Wet,Gsp Post 00,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]",Guard Rail Face,Guard Rail Fence,"[""Driver Lost Control"",""Too Fast for Conditions""]",R357,238.116463412322
2022-08-23,16:47:00,16,2022,8,23,Tuesday,33.763689,-84.491402,(B) Suspected Minor/Visible Injury,0.0,0.0,1.0,Atlanta,FULTON,I-20 Eb,I-285 and I-20 Eb,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Gsp Post 00,"[""None Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R376,21.97454632930172
2022-08-23,08:00:00,8,2022,8,23,Tuesday,33.743446,-84.376552,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I 20,None and I 20,Sideswipe-Same Direction,On Roadway - Non-Intersection,Daylight,Clear,Dry,Dekalb Co Police Department,"[""Unknown"",""Unknown"",""Unknown"",""Unknown"",""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,77,201.06307764904773
2022-08-23,00:30:00,0,2022,8,23,Tuesday,33.786206,-84.401896,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,14Th St Nw,14Th St Nw and Snyder St Nw,Rear End,On Roadway - Roadway Intersection,Dark-Not Lighted,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Misjudged Clearance,86,234.76225860416812
2022-08-24,15:25:00,15,2022,8,24,Wednesday,33.795062,-84.391584,(C) Possible Injury / Complaint,0.0,0.0,0.0,Atlanta,FULTON,I-75,None and I-75,Rear End,On Roadway - Non-Intersection,Daylight,Cloudy,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Following Too Close,R378,38.613639729702
2022-08-24,20:05:00,20,2022,8,24,Wednesday,33.795184,-84.391702,(O) No Injury,0.0,0.0,0.0,Atlanta,FULTON,I-75,I-75 and Exit 251A,Angle Crash,On Roadway - Non-Intersection,Dark-Lighted,Clear,Dry,Atlanta Police Department,"[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",Changed Lanes Improperly,R378,31.89567688336502
2022-08-24,13:20:00,13,2022,8,24,Wednesday,33.806809,-84.380131,(B) Suspected Minor/Visible Injury,0.0,0.0,2.0,Atlanta,FULTON,I-85 Rp,None and I-85 Rp,Rear End,On Roadway - Non-Intersection,Daylight,Clear,Dry,Atlanta Police Department,"[""Unknown"",""Unknown"",""Unknown"",""Unknown""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Following Too Close"",""Following Too Close"",""Following Too Close""]",322,47.787749151108656
