"# Serious Injuries","# Visible Injuries","Agency Name (Crash Level) ","Date","Intersection Name (from Crash Report)","KABCO Severity","Light Conditions (Crash Level)","Location at Impact (Crash Level) ","Manner of Collision (Crash Level) ","Roadway (From Crash Report)","Surface Condition (Crash Level) ","Time","Safety Equipment (Crash Level) ","Weather Conditions (Crash Level)","# of Fatalities per Crash","Latitude","Longitude","Geolocated City","Geolocated County","First Harmful Event (Unit Order)","Operator/Pedestrian Contrib Factor (excl None, Other, No Contrib Factors)","Most Harmful Event (Crash Level)"
0,0,"Atlanta Police Department","2022-02-10","Collier Rd Nw and Peachtree Rd Ne","(O) No Injury","Daylight","On Roadway - Non-Intersection","Angle Crash","Collier Rd Nw","Dry","13:30:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.806898,-84.394272,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","State St Nw and Calhoun St Nw","(O) No Injury","Daylight","On Roadway - Non-Intersection","Angle Crash","Calhoun St Nw","Dry","08:44:00","Unknown","Clear",0,33.782829,-84.399378,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Parked Motor Vehicle""]","Improper Backing","[""Motor Vehicle in Motion"",""Parked Motor Vehicle""]"
0,0,"Gsp Post 00","2022-02-10","I-75 N and North Ave","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","I-75 N","Dry","15:00:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.770963,-84.390076,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","Sky Haven Rd Se and Moreland Ave Se","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","Moreland Ave Se","Dry","17:00:00","[""None Used"",""None Used""]","Clear",0,33.723276,-84.349463,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
1,0,"Atlanta Police Department","2022-02-10","Peek Rd Nw and Donald Lee Hollowell Pkwy Nw","(A) Suspected Serious Injury","Dark-Not Lighted","On Roadway - Roadway Intersection","Not a Collision with Motor Vehicle","Donald Lee Hollowell Pkwy Nw","Dry","22:45:00","Motorcycle Helmet","Clear",0,33.777612,-84.476752,"Atlanta","FULTON","Motor Vehicle in Motion","Reaction to Object or Animal","Motor Vehicle in Motion"
0,0,"Atlanta Police Department","2022-02-10","I-20 E and Joseph E Lowery Blvd Sw","(O) No Injury","Dark-Lighted","On Roadway - Roadway Intersection","Sideswipe-Opposite Direction","Joseph E Lowery Blvd Sw","Dry","19:40:00","[""Unknown"",""Lap and Shoulder Belt Used""]","Clear",0,33.741202,-84.417627,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Failure to Yield","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-02-10","Bolton Rd and I-285 South","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","I-285 South","Dry","14:56:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.797981,-84.487869,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","None and Moreland Ave Se Exit 60A Rp","(O) No Injury","Daylight","Entrance/Exit Ramp","Rear End","Moreland Ave Se Exit 60A Rp","Dry","08:50:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.744561,-84.349328,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","Lee St Sw and York Ave Sw","(C) Possible Injury / Complaint","Daylight","On Roadway - In Crosswalk","Not a Collision with Motor Vehicle","Lee St Sw","Dry","12:50:00","Unknown","Clear",0,33.737006,-84.414094,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Pedestrian""]","Disregard Other Traffic Control","Motor Vehicle in Motion"
0,0,"Atlanta Police Department","2022-02-10","I-20 W and Boulevard Se","(O) No Injury","Daylight","On Roadway - Non-Intersection","Angle Crash","Boulevard Se","Dry","17:00:00","[""Unknown"",""Unknown""]","Clear",0,33.744508,-84.368138,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Following Too Close"",""Under the Influence (U.I.)""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-02-10","I-7585 South and Langford Parkway","(O) No Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","I-7585 South","Dry","15:20:00","[""Unknown"",""Unknown"",""Child Restraint System (Properly Used)"",""Unknown""]","Clear",0,33.706581,-84.403545,"Atlanta","FULTON","[""Other Non-Collision"",""Other Object (Not Fixed)"",""Other Object (Not Fixed)""]",,"[""Other Non-Collision"",""Impact Attenuate"",""Impact Attenuate""]"
0,1,"Gsp Post 00","2022-02-10","None and I-7585 North Entrance Ramp Fr","(B) Suspected Minor/Visible Injury","Dark-Not Lighted","Entrance/Exit Ramp","Rear End","I-7585 North Entrance Ramp Fr","Dry","19:40:00","[""Lap and Shoulder Belt Used"",""Shoulder Belt Only Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Cloudy",0,33.74755,-84.386379,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","Exit 77 and Metropolitan Pkwy Sw","(O) No Injury","Dusk","On Roadway - Roadway Intersection","Rear End","Metropolitan Pkwy Sw","Dry","18:48:00","[""Unknown"",""Unknown""]","Clear",0,33.684608,-84.407991,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","None and I-85","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - Non-Intersection","Rear End","I-85","Dry","20:30:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Unknown"",""Unknown""]","Clear",0,33.800025,-84.39103,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","Fox St Nw and Joseph E Lowery Blvd Nw","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Angle Crash","Fox St Nw","Dry","16:10:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.772184,-84.417384,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","I-20 W and Moreland Ave Se","(C) Possible Injury / Complaint","Daylight","On Roadway - Non-Intersection","Rear End","Moreland Ave Se","Dry","14:00:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.746034,-84.349223,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","North Ave Ne and Glen Iris Dr Ne","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Angle Crash","North Ave Ne","Dry","16:45:00","[""Unknown"",""Unknown"",""Child Restraint System (Properly Used)""]","Clear",0,33.771153,-84.367699,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-02-10","Ga-13Sb and Piedmont Rd","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","Ga-13Sb","Dry","10:17:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.810589,-84.373188,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-02-10","Maynerd Ter and I-20 East Exit Ramp","(O) No Injury","Daylight","Entrance/Exit Ramp","Rear End","I-20 East Exit Ramp","Dry","08:30:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.744718,-84.334228,"Atlanta","DEKALB","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Driver Condition"",""Following Too Close""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","Piedmont Rd Ne and Lindbergh Way Ne","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Sideswipe-Same Direction","Lindbergh Way Ne","Dry","17:00:00","[""Unknown"",""Unknown"",""Unknown""]","Clear",0,33.820642,-84.367536,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","18Th St Nw and W Peachtree St Ne","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Angle Crash","18Th St Nw","Dry","15:10:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.793265,-84.387758,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","Ellis St Ne and Courtland St Ne","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Angle Crash","Courtland St Ne","Dry","13:00:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.758392,-84.38422,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-02-10","Moreland Avenue and I-20 East Exit Ramp To Morelan","(O) No Injury","Daylight","Entrance/Exit Ramp","Rear End","I-20 East Exit Ramp To Morelan","Dry","13:46:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.744489,-84.349266,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-02-10","I-7585 North and University Ave","(C) Possible Injury / Complaint","Daylight","On Roadway - Non-Intersection","Rear End","I-7585 North","Dry","08:48:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.72114,-84.395332,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-02-10","Mm 60 and Interstate 20 Wb","(C) Possible Injury / Complaint","Daylight","On Roadway - Non-Intersection","Rear End","Interstate 20 Wb","Dry","08:55:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.745649,-84.345846,"Atlanta","DEKALB","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Following Too Close"",""Following Too Close""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-02-10","14Th St and I-7585 Nb","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","I-7585 Nb","Dry","19:35:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.788285,-84.390817,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-02-10","Interstate 85 South and Edgewood Avenue Underpass","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","Interstate 85 South","Dry","13:10:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.752788,-84.379354,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","I-75 N and University Ave Sw","(O) No Injury","Daylight","On Roadway - Driveway Intersection","Angle Crash","University Ave Sw","Dry","13:10:00","[""Unknown"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.722018,-84.394045,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","Oakdale Rd Ne and Ponce De Leon Ave Ne","(O) No Injury","Daylight","On Roadway - Non-Intersection","Angle Crash","Ponce De Leon Ave Ne","Dry","08:00:00","[""Unknown"",""Unknown""]","Clear",0,33.775152,-84.341784,"Atlanta","DEKALB","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","Northside Dr Nw and Spring Valley Rd Nw","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","Spring Valley Rd Nw","Dry","09:00:00","[""Unknown"",""Unknown""]","Clear",0,33.808294,-84.407791,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","[""Failure to Yield"",""Failure to Yield""]","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","Northside Dr Sw and Atlanta Student Movement Blvd Sw","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","Northside Dr Sw","Dry","12:33:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.748757,-84.40464,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","N Highland Ave Ne and Ponce De Leon Ave Ne","(O) No Injury","Dark-Lighted","On Roadway - Roadway Intersection","Angle Crash","Ponce De Leon Ave Ne","Dry","20:29:00","[""Unknown"",""Unknown""]","Clear",0,33.773833,-84.352546,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","Lakewood Ave Se and Shadydale Ave Se","(C) Possible Injury / Complaint","Daylight","On Roadway - Roadway Intersection","Rear End","Lakewood Ave Se","Dry","08:00:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.702094,-84.385152,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","Donald Lee Hollowell Pkwy Nw and Donald Lee Hollowell Pkwy Nw Exit 12","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Sideswipe-Opposite Direction","Donald Lee Hollowell Pkwy Nw Exit 12","Dry","15:45:00","[""Unknown"",""Unknown""]","Clear",0,33.786454,-84.492325,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","I-20 E and Joseph E Lowery Blvd Sw","(C) Possible Injury / Complaint","Dark-Lighted","On Roadway - Roadway Intersection","Rear End","Joseph E Lowery Blvd Sw","Dry","19:39:00","[""Unknown"",""Unknown"",""Unknown""]","Cloudy",0,33.741096,-84.417766,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-02-10","I-285 and I-20 West","(O) No Injury","Daylight","On Roadway - Non-Intersection","Sideswipe-Same Direction","I-20 West","Dry","17:10:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.765008,-84.493853,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-02-10","I-75 Sb and Northside Pkwy","(O) No Injury","Daylight","On Roadway - Non-Intersection","Rear End","I-75 Sb","Dry","09:15:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.862133,-84.437228,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","12Th St Nw and Spring St Nw","(O) No Injury","Daylight","On Roadway - Roadway Intersection","Sideswipe-Same Direction","12Th St Nw","Dry","14:58:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.784441,-84.389206,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Changed Lanes Improperly","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-02-10","Interstate 7585 South and University Parkway Underpass","(O) No Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","Interstate 7585 South","Dry","15:30:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap Belt Only Used""]","Clear",0,33.722798,-84.394565,"Atlanta","FULTON","[""Other Non-Collision"",""Other Object (Not Fixed)"",""Other Object (Not Fixed)""]",,"[""Cargo/Equipment Lost or Shift"",""Impact Attenuate"",""Impact Attenuate""]"
0,0,"Gsp Post 00","2022-02-10","Ga 54 and Ramp To I-285 Eastbound","(O) No Injury","Dark-Not Lighted","On Roadway - Non-Intersection","Angle Crash","Ramp To I-285 Eastbound","Dry","19:17:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Child Restraint System (Properly Used)"",""Lap and Shoulder Belt Used""]","Clear",0,33.654404,-84.365618,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]",,"[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Atlanta Police Department","2022-02-10","10Th St Nw and Techwood Dr Nw","(O) No Injury","Dark-Lighted","On Roadway - Roadway Intersection","Angle Crash","10Th St Nw","Dry","23:42:00","[""Unknown"",""Unknown""]","Clear",0,33.781546,-84.391626,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Improper Turn","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-02-10","I-7585 N and 14Th Street","(C) Possible Injury / Complaint","Dark-Not Lighted","On Roadway - Non-Intersection","Rear End","I-7585 N","Dry","18:31:00","[""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used"",""Lap and Shoulder Belt Used""]","Clear",0,33.786874,-84.390822,"Atlanta","FULTON","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]","Following Too Close","[""Motor Vehicle in Motion"",""Motor Vehicle in Motion"",""Motor Vehicle in Motion""]"
0,0,"Gsp Post 00","2022-02-10","I-7585 Southbound and Fair Drive Overpass","(O) No Injury","Daylight","On Roadway - Non-Intersection","Not a Collision with Motor Vehicle","I-7585 Southbound","Dry","15:42:00","[""Unknown"",""Lap and Shoulder Belt Used""]","Clear",0,33.702816,-84.404377,"Atlanta","FULTON","[""Other Object (Not Fixed)"",""Motor Vehicle in Motion""]",,"[""Impact Attenuate"",""Motor Vehicle in Motion""]"
